,video_name,tag
344,D:\Dataset\Exercises dataset\train/Fly/000024.mp4,Fly
345,D:\Dataset\Exercises dataset\train/Fly/000025.mp4,Fly
346,D:\Dataset\Exercises dataset\train/Fly/000026.mp4,Fly
347,D:\Dataset\Exercises dataset\train/Fly/000027.mp4,Fly
348,D:\Dataset\Exercises dataset\train/Fly/000028.mp4,Fly
349,D:\Dataset\Exercises dataset\train/Fly/000029.mp4,Fly
350,D:\Dataset\Exercises dataset\train/Fly/000030.mp4,Fly
351,D:\Dataset\Exercises dataset\train/Fly/000031.mp4,Fly
352,D:\Dataset\Exercises dataset\train/Fly/000032.mp4,Fly
353,D:\Dataset\Exercises dataset\train/Fly/000033.mp4,Fly
354,D:\Dataset\Exercises dataset\train/Fly/000034.mp4,Fly
355,D:\Dataset\Exercises dataset\train/Fly/000035.mp4,Fly
356,D:\Dataset\Exercises dataset\train/Fly/000036.mp4,Fly
357,D:\Dataset\Exercises dataset\train/Fly/000037.mp4,Fly
358,D:\Dataset\Exercises dataset\train/Fly/000038.mp4,Fly
359,D:\Dataset\Exercises dataset\train/Fly/000039.mp4,Fly
360,D:\Dataset\Exercises dataset\train/Fly/000040.mp4,Fly
361,D:\Dataset\Exercises dataset\train/Fly/000041.mp4,Fly
362,D:\Dataset\Exercises dataset\train/Fly/000042.mp4,Fly
363,D:\Dataset\Exercises dataset\train/Fly/000043.mp4,Fly
364,D:\Dataset\Exercises dataset\train/Fly/000044.mp4,Fly
365,D:\Dataset\Exercises dataset\train/Fly/000045.mp4,Fly
366,D:\Dataset\Exercises dataset\train/Fly/000046.mp4,Fly
367,D:\Dataset\Exercises dataset\train/Fly/000047.mp4,Fly
368,D:\Dataset\Exercises dataset\train/Fly/000048.mp4,Fly
369,D:\Dataset\Exercises dataset\train/Fly/000049.mp4,Fly
370,D:\Dataset\Exercises dataset\train/Fly/000050.mp4,Fly
371,D:\Dataset\Exercises dataset\train/Fly/000051.mp4,Fly
372,D:\Dataset\Exercises dataset\train/Fly/000052.mp4,Fly
373,D:\Dataset\Exercises dataset\train/Fly/000053.mp4,Fly
374,D:\Dataset\Exercises dataset\train/Fly/000054.mp4,Fly
375,D:\Dataset\Exercises dataset\train/Fly/000055.mp4,Fly
376,D:\Dataset\Exercises dataset\train/Fly/000056.mp4,Fly
377,D:\Dataset\Exercises dataset\train/Fly/000057.mp4,Fly
378,D:\Dataset\Exercises dataset\train/Fly/000058.mp4,Fly
379,D:\Dataset\Exercises dataset\train/Fly/000059.mp4,Fly
380,D:\Dataset\Exercises dataset\train/Fly/000060.mp4,Fly
381,D:\Dataset\Exercises dataset\train/Fly/000061.mp4,Fly
382,D:\Dataset\Exercises dataset\train/Fly/000062.mp4,Fly
383,D:\Dataset\Exercises dataset\train/Fly/000063.mp4,Fly
384,D:\Dataset\Exercises dataset\train/Fly/000064.mp4,Fly
385,D:\Dataset\Exercises dataset\train/Fly/000065.mp4,Fly
386,D:\Dataset\Exercises dataset\train/Fly/000066.mp4,Fly
387,D:\Dataset\Exercises dataset\train/Fly/000067.mp4,Fly
388,D:\Dataset\Exercises dataset\train/Fly/000068.mp4,Fly
389,D:\Dataset\Exercises dataset\train/Fly/000069.mp4,Fly
390,D:\Dataset\Exercises dataset\train/Fly/000070.mp4,Fly
391,D:\Dataset\Exercises dataset\train/Fly/000071.mp4,Fly
392,D:\Dataset\Exercises dataset\train/Fly/000072.mp4,Fly
393,D:\Dataset\Exercises dataset\train/Fly/000073.mp4,Fly
394,D:\Dataset\Exercises dataset\train/Fly/000074.mp4,Fly
395,D:\Dataset\Exercises dataset\train/Fly/000075.mp4,Fly
396,D:\Dataset\Exercises dataset\train/Fly/000076.mp4,Fly
397,D:\Dataset\Exercises dataset\train/Fly/000077.mp4,Fly
398,D:\Dataset\Exercises dataset\train/Fly/000078.mp4,Fly
399,D:\Dataset\Exercises dataset\train/Fly/000079.mp4,Fly
400,D:\Dataset\Exercises dataset\train/Leg Raise/000000.mp4,Leg Raise
401,D:\Dataset\Exercises dataset\train/Leg Raise/000001.mp4,Leg Raise
402,D:\Dataset\Exercises dataset\train/Leg Raise/000002.mp4,Leg Raise
403,D:\Dataset\Exercises dataset\train/Leg Raise/000003.mp4,Leg Raise
404,D:\Dataset\Exercises dataset\train/Leg Raise/000004.mp4,Leg Raise
405,D:\Dataset\Exercises dataset\train/Leg Raise/000005.mp4,Leg Raise
406,D:\Dataset\Exercises dataset\train/Leg Raise/000006.mp4,Leg Raise
407,D:\Dataset\Exercises dataset\train/Leg Raise/000007.mp4,Leg Raise
408,D:\Dataset\Exercises dataset\train/Leg Raise/000008.mp4,Leg Raise
409,D:\Dataset\Exercises dataset\train/Leg Raise/000009.mp4,Leg Raise
410,D:\Dataset\Exercises dataset\train/Leg Raise/000010.mp4,Leg Raise
411,D:\Dataset\Exercises dataset\train/Leg Raise/000011.mp4,Leg Raise
412,D:\Dataset\Exercises dataset\train/Leg Raise/000012.mp4,Leg Raise
413,D:\Dataset\Exercises dataset\train/Leg Raise/000013.mp4,Leg Raise
414,D:\Dataset\Exercises dataset\train/Leg Raise/000014.mp4,Leg Raise
415,D:\Dataset\Exercises dataset\train/Leg Raise/000015.mp4,Leg Raise
416,D:\Dataset\Exercises dataset\train/Leg Raise/000016.mp4,Leg Raise
417,D:\Dataset\Exercises dataset\train/Leg Raise/000017.mp4,Leg Raise
418,D:\Dataset\Exercises dataset\train/Leg Raise/000018.mp4,Leg Raise
419,D:\Dataset\Exercises dataset\train/Leg Raise/000019.mp4,Leg Raise
420,D:\Dataset\Exercises dataset\train/Leg Raise/000020.mp4,Leg Raise
421,D:\Dataset\Exercises dataset\train/Leg Raise/000021.mp4,Leg Raise
422,D:\Dataset\Exercises dataset\train/Leg Raise/000022.mp4,Leg Raise
423,D:\Dataset\Exercises dataset\train/Leg Raise/000023.mp4,Leg Raise
424,D:\Dataset\Exercises dataset\train/Leg Raise/000024.mp4,Leg Raise
425,D:\Dataset\Exercises dataset\train/Leg Raise/000025.mp4,Leg Raise
426,D:\Dataset\Exercises dataset\train/Leg Raise/000026.mp4,Leg Raise
427,D:\Dataset\Exercises dataset\train/Leg Raise/000027.mp4,Leg Raise
428,D:\Dataset\Exercises dataset\train/Leg Raise/000028.mp4,Leg Raise
429,D:\Dataset\Exercises dataset\train/Leg Raise/000029.mp4,Leg Raise
430,D:\Dataset\Exercises dataset\train/Leg Raise/000030.mp4,Leg Raise
431,D:\Dataset\Exercises dataset\train/Leg Raise/000031.mp4,Leg Raise
432,D:\Dataset\Exercises dataset\train/Leg Raise/000032.mp4,Leg Raise
433,D:\Dataset\Exercises dataset\train/Leg Raise/000033.mp4,Leg Raise
434,D:\Dataset\Exercises dataset\train/Leg Raise/000034.mp4,Leg Raise
435,D:\Dataset\Exercises dataset\train/Leg Raise/000035.mp4,Leg Raise
436,D:\Dataset\Exercises dataset\train/Leg Raise/000036.mp4,Leg Raise
437,D:\Dataset\Exercises dataset\train/Leg Raise/000037.mp4,Leg Raise
438,D:\Dataset\Exercises dataset\train/Leg Raise/000038.mp4,Leg Raise
439,D:\Dataset\Exercises dataset\train/Leg Raise/000039.mp4,Leg Raise
440,D:\Dataset\Exercises dataset\train/Leg Raise/000040.mp4,Leg Raise
441,D:\Dataset\Exercises dataset\train/Leg Raise/000041.mp4,Leg Raise
442,D:\Dataset\Exercises dataset\train/Leg Raise/000042.mp4,Leg Raise
443,D:\Dataset\Exercises dataset\train/Leg Raise/000043.mp4,Leg Raise
444,D:\Dataset\Exercises dataset\train/Leg Raise/000044.mp4,Leg Raise
445,D:\Dataset\Exercises dataset\train/Leg Raise/000045.mp4,Leg Raise
446,D:\Dataset\Exercises dataset\train/Leg Raise/000046.mp4,Leg Raise
447,D:\Dataset\Exercises dataset\train/Leg Raise/000047.mp4,Leg Raise
448,D:\Dataset\Exercises dataset\train/Leg Raise/000048.mp4,Leg Raise
449,D:\Dataset\Exercises dataset\train/Leg Raise/000049.mp4,Leg Raise
450,D:\Dataset\Exercises dataset\train/Leg Raise/000050.mp4,Leg Raise
451,D:\Dataset\Exercises dataset\train/Leg Raise/000051.mp4,Leg Raise
452,D:\Dataset\Exercises dataset\train/Leg Raise/000052.mp4,Leg Raise
453,D:\Dataset\Exercises dataset\train/Leg Raise/000053.mp4,Leg Raise
454,D:\Dataset\Exercises dataset\train/Leg Raise/000054.mp4,Leg Raise
455,D:\Dataset\Exercises dataset\train/Leg Raise/000055.mp4,Leg Raise
456,D:\Dataset\Exercises dataset\train/Leg Raise/000056.mp4,Leg Raise
457,D:\Dataset\Exercises dataset\train/Leg Raise/000057.mp4,Leg Raise
458,D:\Dataset\Exercises dataset\train/Leg Raise/000058.mp4,Leg Raise
459,D:\Dataset\Exercises dataset\train/Leg Raise/000059.mp4,Leg Raise
460,D:\Dataset\Exercises dataset\train/Leg Raise/000060.mp4,Leg Raise
461,D:\Dataset\Exercises dataset\train/Leg Raise/000061.mp4,Leg Raise
462,D:\Dataset\Exercises dataset\train/Leg Raise/000062.mp4,Leg Raise
463,D:\Dataset\Exercises dataset\train/Leg Raise/000063.mp4,Leg Raise
464,D:\Dataset\Exercises dataset\train/Leg Raise/000064.mp4,Leg Raise
465,D:\Dataset\Exercises dataset\train/Leg Raise/000065.mp4,Leg Raise
466,D:\Dataset\Exercises dataset\train/Leg Raise/000066.mp4,Leg Raise
467,D:\Dataset\Exercises dataset\train/Leg Raise/000067.mp4,Leg Raise
468,D:\Dataset\Exercises dataset\train/Leg Raise/000068.mp4,Leg Raise
469,D:\Dataset\Exercises dataset\train/Leg Raise/000069.mp4,Leg Raise
470,D:\Dataset\Exercises dataset\train/Leg Raise/000070.mp4,Leg Raise
471,D:\Dataset\Exercises dataset\train/Leg Raise/000071.mp4,Leg Raise
472,D:\Dataset\Exercises dataset\train/Leg Raise/000072.mp4,Leg Raise
473,D:\Dataset\Exercises dataset\train/Leg Raise/000073.mp4,Leg Raise
474,D:\Dataset\Exercises dataset\train/Leg Raise/000074.mp4,Leg Raise
475,D:\Dataset\Exercises dataset\train/Leg Raise/000075.mp4,Leg Raise
476,D:\Dataset\Exercises dataset\train/Leg Raise/000076.mp4,Leg Raise
477,D:\Dataset\Exercises dataset\train/Leg Raise/000077.mp4,Leg Raise
478,D:\Dataset\Exercises dataset\train/Leg Raise/000078.mp4,Leg Raise
479,D:\Dataset\Exercises dataset\train/Leg Raise/000079.mp4,Leg Raise
480,D:\Dataset\Exercises dataset\train/Overhead Press/000000.mp4,Overhead Press
481,D:\Dataset\Exercises dataset\train/Overhead Press/000001.mp4,Overhead Press
482,D:\Dataset\Exercises dataset\train/Overhead Press/000002.mp4,Overhead Press
483,D:\Dataset\Exercises dataset\train/Overhead Press/000003.mp4,Overhead Press
484,D:\Dataset\Exercises dataset\train/Overhead Press/000004.mp4,Overhead Press
485,D:\Dataset\Exercises dataset\train/Overhead Press/000005.mp4,Overhead Press
486,D:\Dataset\Exercises dataset\train/Overhead Press/000006.mp4,Overhead Press
487,D:\Dataset\Exercises dataset\train/Overhead Press/000007.mp4,Overhead Press
488,D:\Dataset\Exercises dataset\train/Overhead Press/000008.mp4,Overhead Press
489,D:\Dataset\Exercises dataset\train/Overhead Press/000009.mp4,Overhead Press
490,D:\Dataset\Exercises dataset\train/Overhead Press/000010.mp4,Overhead Press
491,D:\Dataset\Exercises dataset\train/Overhead Press/000011.mp4,Overhead Press
492,D:\Dataset\Exercises dataset\train/Overhead Press/000012.mp4,Overhead Press
493,D:\Dataset\Exercises dataset\train/Overhead Press/000013.mp4,Overhead Press
494,D:\Dataset\Exercises dataset\train/Overhead Press/000014.mp4,Overhead Press
495,D:\Dataset\Exercises dataset\train/Overhead Press/000015.mp4,Overhead Press
496,D:\Dataset\Exercises dataset\train/Overhead Press/000016.mp4,Overhead Press
497,D:\Dataset\Exercises dataset\train/Overhead Press/000017.mp4,Overhead Press
498,D:\Dataset\Exercises dataset\train/Overhead Press/000018.mp4,Overhead Press
499,D:\Dataset\Exercises dataset\train/Overhead Press/000019.mp4,Overhead Press
500,D:\Dataset\Exercises dataset\train/Overhead Press/000020.mp4,Overhead Press
501,D:\Dataset\Exercises dataset\train/Overhead Press/000021.mp4,Overhead Press
502,D:\Dataset\Exercises dataset\train/Overhead Press/000022.mp4,Overhead Press
503,D:\Dataset\Exercises dataset\train/Overhead Press/000023.mp4,Overhead Press
504,D:\Dataset\Exercises dataset\train/Overhead Press/000024.mp4,Overhead Press
505,D:\Dataset\Exercises dataset\train/Overhead Press/000025.mp4,Overhead Press
506,D:\Dataset\Exercises dataset\train/Overhead Press/000026.mp4,Overhead Press
507,D:\Dataset\Exercises dataset\train/Overhead Press/000027.mp4,Overhead Press
508,D:\Dataset\Exercises dataset\train/Overhead Press/000028.mp4,Overhead Press
509,D:\Dataset\Exercises dataset\train/Overhead Press/000029.mp4,Overhead Press
510,D:\Dataset\Exercises dataset\train/Overhead Press/000030.mp4,Overhead Press
511,D:\Dataset\Exercises dataset\train/Overhead Press/000031.mp4,Overhead Press
512,D:\Dataset\Exercises dataset\train/Overhead Press/000032.mp4,Overhead Press
513,D:\Dataset\Exercises dataset\train/Overhead Press/000033.mp4,Overhead Press
514,D:\Dataset\Exercises dataset\train/Overhead Press/000034.mp4,Overhead Press
515,D:\Dataset\Exercises dataset\train/Overhead Press/000035.mp4,Overhead Press
516,D:\Dataset\Exercises dataset\train/Overhead Press/000036.mp4,Overhead Press
517,D:\Dataset\Exercises dataset\train/Overhead Press/000037.mp4,Overhead Press
518,D:\Dataset\Exercises dataset\train/Overhead Press/000038.mp4,Overhead Press
519,D:\Dataset\Exercises dataset\train/Overhead Press/000039.mp4,Overhead Press
520,D:\Dataset\Exercises dataset\train/Overhead Press/000040.mp4,Overhead Press
521,D:\Dataset\Exercises dataset\train/Overhead Press/000041.mp4,Overhead Press
522,D:\Dataset\Exercises dataset\train/Overhead Press/000042.mp4,Overhead Press
523,D:\Dataset\Exercises dataset\train/Overhead Press/000043.mp4,Overhead Press
524,D:\Dataset\Exercises dataset\train/Overhead Press/000044.mp4,Overhead Press
525,D:\Dataset\Exercises dataset\train/Overhead Press/000045.mp4,Overhead Press
526,D:\Dataset\Exercises dataset\train/Overhead Press/000046.mp4,Overhead Press
527,D:\Dataset\Exercises dataset\train/Overhead Press/000047.mp4,Overhead Press
528,D:\Dataset\Exercises dataset\train/Overhead Press/000048.mp4,Overhead Press
529,D:\Dataset\Exercises dataset\train/Overhead Press/000049.mp4,Overhead Press
530,D:\Dataset\Exercises dataset\train/Overhead Press/000050.mp4,Overhead Press
531,D:\Dataset\Exercises dataset\train/Overhead Press/000051.mp4,Overhead Press
532,D:\Dataset\Exercises dataset\train/Overhead Press/000052.mp4,Overhead Press
533,D:\Dataset\Exercises dataset\train/Overhead Press/000053.mp4,Overhead Press
534,D:\Dataset\Exercises dataset\train/Overhead Press/000054.mp4,Overhead Press
535,D:\Dataset\Exercises dataset\train/Overhead Press/000055.mp4,Overhead Press
536,D:\Dataset\Exercises dataset\train/Overhead Press/000056.mp4,Overhead Press
537,D:\Dataset\Exercises dataset\train/Overhead Press/000057.mp4,Overhead Press
538,D:\Dataset\Exercises dataset\train/Overhead Press/000058.mp4,Overhead Press
539,D:\Dataset\Exercises dataset\train/Overhead Press/000059.mp4,Overhead Press
540,D:\Dataset\Exercises dataset\train/Overhead Press/000060.mp4,Overhead Press
541,D:\Dataset\Exercises dataset\train/Overhead Press/000061.mp4,Overhead Press
542,D:\Dataset\Exercises dataset\train/Overhead Press/000062.mp4,Overhead Press
543,D:\Dataset\Exercises dataset\train/Overhead Press/000063.mp4,Overhead Press
544,D:\Dataset\Exercises dataset\train/Overhead Press/000064.mp4,Overhead Press
545,D:\Dataset\Exercises dataset\train/Overhead Press/000065.mp4,Overhead Press
546,D:\Dataset\Exercises dataset\train/Overhead Press/000066.mp4,Overhead Press
547,D:\Dataset\Exercises dataset\train/Overhead Press/000067.mp4,Overhead Press
548,D:\Dataset\Exercises dataset\train/Overhead Press/000068.mp4,Overhead Press
549,D:\Dataset\Exercises dataset\train/Overhead Press/000069.mp4,Overhead Press
550,D:\Dataset\Exercises dataset\train/Overhead Press/000070.mp4,Overhead Press
551,D:\Dataset\Exercises dataset\train/Overhead Press/000071.mp4,Overhead Press
552,D:\Dataset\Exercises dataset\train/Overhead Press/000072.mp4,Overhead Press
553,D:\Dataset\Exercises dataset\train/Overhead Press/000073.mp4,Overhead Press
554,D:\Dataset\Exercises dataset\train/Overhead Press/000074.mp4,Overhead Press
555,D:\Dataset\Exercises dataset\train/Overhead Press/000075.mp4,Overhead Press
556,D:\Dataset\Exercises dataset\train/Overhead Press/000076.mp4,Overhead Press
557,D:\Dataset\Exercises dataset\train/Overhead Press/000077.mp4,Overhead Press
558,D:\Dataset\Exercises dataset\train/Overhead Press/000078.mp4,Overhead Press
559,D:\Dataset\Exercises dataset\train/Overhead Press/000079.mp4,Overhead Press
560,D:\Dataset\Exercises dataset\train/Push Up/000000.mp4,Push Up
561,D:\Dataset\Exercises dataset\train/Push Up/000001.mp4,Push Up
562,D:\Dataset\Exercises dataset\train/Push Up/000002.mp4,Push Up
563,D:\Dataset\Exercises dataset\train/Push Up/000003.mp4,Push Up
564,D:\Dataset\Exercises dataset\train/Push Up/000004.mp4,Push Up
565,D:\Dataset\Exercises dataset\train/Push Up/000005.mp4,Push Up
566,D:\Dataset\Exercises dataset\train/Push Up/000006.mp4,Push Up
567,D:\Dataset\Exercises dataset\train/Push Up/000007.mp4,Push Up
568,D:\Dataset\Exercises dataset\train/Push Up/000008.mp4,Push Up
569,D:\Dataset\Exercises dataset\train/Push Up/000009.mp4,Push Up
570,D:\Dataset\Exercises dataset\train/Push Up/000010.mp4,Push Up
571,D:\Dataset\Exercises dataset\train/Push Up/000011.mp4,Push Up
572,D:\Dataset\Exercises dataset\train/Push Up/000012.mp4,Push Up
573,D:\Dataset\Exercises dataset\train/Push Up/000013.mp4,Push Up
574,D:\Dataset\Exercises dataset\train/Push Up/000014.mp4,Push Up
575,D:\Dataset\Exercises dataset\train/Push Up/000015.mp4,Push Up
576,D:\Dataset\Exercises dataset\train/Push Up/000016.mp4,Push Up
577,D:\Dataset\Exercises dataset\train/Push Up/000017.mp4,Push Up
578,D:\Dataset\Exercises dataset\train/Push Up/000018.mp4,Push Up
579,D:\Dataset\Exercises dataset\train/Push Up/000019.mp4,Push Up
580,D:\Dataset\Exercises dataset\train/Push Up/000020.mp4,Push Up
581,D:\Dataset\Exercises dataset\train/Push Up/000021.mp4,Push Up
582,D:\Dataset\Exercises dataset\train/Push Up/000022.mp4,Push Up
583,D:\Dataset\Exercises dataset\train/Push Up/000023.mp4,Push Up
584,D:\Dataset\Exercises dataset\train/Push Up/000024.mp4,Push Up
585,D:\Dataset\Exercises dataset\train/Push Up/000025.mp4,Push Up
586,D:\Dataset\Exercises dataset\train/Push Up/000026.mp4,Push Up
587,D:\Dataset\Exercises dataset\train/Push Up/000027.mp4,Push Up
588,D:\Dataset\Exercises dataset\train/Push Up/000028.mp4,Push Up
589,D:\Dataset\Exercises dataset\train/Push Up/000029.mp4,Push Up
590,D:\Dataset\Exercises dataset\train/Push Up/000030.mp4,Push Up
591,D:\Dataset\Exercises dataset\train/Push Up/000031.mp4,Push Up
592,D:\Dataset\Exercises dataset\train/Push Up/000032.mp4,Push Up
593,D:\Dataset\Exercises dataset\train/Push Up/000033.mp4,Push Up
594,D:\Dataset\Exercises dataset\train/Push Up/000034.mp4,Push Up
595,D:\Dataset\Exercises dataset\train/Push Up/000035.mp4,Push Up
596,D:\Dataset\Exercises dataset\train/Push Up/000036.mp4,Push Up
597,D:\Dataset\Exercises dataset\train/Push Up/000037.mp4,Push Up
598,D:\Dataset\Exercises dataset\train/Push Up/000038.mp4,Push Up
599,D:\Dataset\Exercises dataset\train/Push Up/000039.mp4,Push Up
600,D:\Dataset\Exercises dataset\train/Push Up/000040.mp4,Push Up
601,D:\Dataset\Exercises dataset\train/Push Up/000041.mp4,Push Up
602,D:\Dataset\Exercises dataset\train/Push Up/000042.mp4,Push Up
603,D:\Dataset\Exercises dataset\train/Push Up/000043.mp4,Push Up
604,D:\Dataset\Exercises dataset\train/Push Up/000044.mp4,Push Up
605,D:\Dataset\Exercises dataset\train/Push Up/000045.mp4,Push Up
606,D:\Dataset\Exercises dataset\train/Push Up/000046.mp4,Push Up
607,D:\Dataset\Exercises dataset\train/Push Up/000047.mp4,Push Up
608,D:\Dataset\Exercises dataset\train/Push Up/000048.mp4,Push Up
609,D:\Dataset\Exercises dataset\train/Push Up/000049.mp4,Push Up
610,D:\Dataset\Exercises dataset\train/Push Up/000050.mp4,Push Up
611,D:\Dataset\Exercises dataset\train/Push Up/000051.mp4,Push Up
612,D:\Dataset\Exercises dataset\train/Push Up/000052.mp4,Push Up
613,D:\Dataset\Exercises dataset\train/Push Up/000053.mp4,Push Up
614,D:\Dataset\Exercises dataset\train/Push Up/000054.mp4,Push Up
615,D:\Dataset\Exercises dataset\train/Push Up/000055.mp4,Push Up
616,D:\Dataset\Exercises dataset\train/Push Up/000056.mp4,Push Up
617,D:\Dataset\Exercises dataset\train/Push Up/000057.mp4,Push Up
618,D:\Dataset\Exercises dataset\train/Push Up/000058.mp4,Push Up
619,D:\Dataset\Exercises dataset\train/Push Up/000059.mp4,Push Up
620,D:\Dataset\Exercises dataset\train/Push Up/000060.mp4,Push Up
621,D:\Dataset\Exercises dataset\train/Push Up/000061.mp4,Push Up
622,D:\Dataset\Exercises dataset\train/Push Up/000062.mp4,Push Up
623,D:\Dataset\Exercises dataset\train/Push Up/000063.mp4,Push Up
624,D:\Dataset\Exercises dataset\train/Push Up/000064.mp4,Push Up
625,D:\Dataset\Exercises dataset\train/Push Up/000065.mp4,Push Up
626,D:\Dataset\Exercises dataset\train/Push Up/000066.mp4,Push Up
627,D:\Dataset\Exercises dataset\train/Push Up/000067.mp4,Push Up
628,D:\Dataset\Exercises dataset\train/Push Up/000068.mp4,Push Up
629,D:\Dataset\Exercises dataset\train/Push Up/000069.mp4,Push Up
630,D:\Dataset\Exercises dataset\train/Push Up/000070.mp4,Push Up
631,D:\Dataset\Exercises dataset\train/Push Up/000071.mp4,Push Up
632,D:\Dataset\Exercises dataset\train/Push Up/000072.mp4,Push Up
633,D:\Dataset\Exercises dataset\train/Push Up/000073.mp4,Push Up
634,D:\Dataset\Exercises dataset\train/Push Up/000074.mp4,Push Up
635,D:\Dataset\Exercises dataset\train/Push Up/000075.mp4,Push Up
636,D:\Dataset\Exercises dataset\train/Push Up/000076.mp4,Push Up
637,D:\Dataset\Exercises dataset\train/Push Up/000077.mp4,Push Up
638,D:\Dataset\Exercises dataset\train/Push Up/000078.mp4,Push Up
639,D:\Dataset\Exercises dataset\train/Push Up/000079.mp4,Push Up
640,D:\Dataset\Exercises dataset\train/Squat/000000.mp4,Squat
641,D:\Dataset\Exercises dataset\train/Squat/000001.mp4,Squat
642,D:\Dataset\Exercises dataset\train/Squat/000002.mp4,Squat
643,D:\Dataset\Exercises dataset\train/Squat/000003.mp4,Squat
644,D:\Dataset\Exercises dataset\train/Squat/000004.mp4,Squat
645,D:\Dataset\Exercises dataset\train/Squat/000005.mp4,Squat
646,D:\Dataset\Exercises dataset\train/Squat/000006.mp4,Squat
647,D:\Dataset\Exercises dataset\train/Squat/000007.mp4,Squat
648,D:\Dataset\Exercises dataset\train/Squat/000008.mp4,Squat
649,D:\Dataset\Exercises dataset\train/Squat/000009.mp4,Squat
650,D:\Dataset\Exercises dataset\train/Squat/000010.mp4,Squat
651,D:\Dataset\Exercises dataset\train/Squat/000011.mp4,Squat
652,D:\Dataset\Exercises dataset\train/Squat/000012.mp4,Squat
653,D:\Dataset\Exercises dataset\train/Squat/000013.mp4,Squat
654,D:\Dataset\Exercises dataset\train/Squat/000014.mp4,Squat
655,D:\Dataset\Exercises dataset\train/Squat/000015.mp4,Squat
656,D:\Dataset\Exercises dataset\train/Squat/000016.mp4,Squat
657,D:\Dataset\Exercises dataset\train/Squat/000017.mp4,Squat
658,D:\Dataset\Exercises dataset\train/Squat/000018.mp4,Squat
659,D:\Dataset\Exercises dataset\train/Squat/000019.mp4,Squat
660,D:\Dataset\Exercises dataset\train/Squat/000020.mp4,Squat
661,D:\Dataset\Exercises dataset\train/Squat/000021.mp4,Squat
662,D:\Dataset\Exercises dataset\train/Squat/000022.mp4,Squat
663,D:\Dataset\Exercises dataset\train/Squat/000023.mp4,Squat
664,D:\Dataset\Exercises dataset\train/Squat/000024.mp4,Squat
665,D:\Dataset\Exercises dataset\train/Squat/000025.mp4,Squat
666,D:\Dataset\Exercises dataset\train/Squat/000026.mp4,Squat
667,D:\Dataset\Exercises dataset\train/Squat/000027.mp4,Squat
668,D:\Dataset\Exercises dataset\train/Squat/000028.mp4,Squat
669,D:\Dataset\Exercises dataset\train/Squat/000029.mp4,Squat
670,D:\Dataset\Exercises dataset\train/Squat/000030.mp4,Squat
671,D:\Dataset\Exercises dataset\train/Squat/000031.mp4,Squat
672,D:\Dataset\Exercises dataset\train/Squat/000032.mp4,Squat
673,D:\Dataset\Exercises dataset\train/Squat/000033.mp4,Squat
674,D:\Dataset\Exercises dataset\train/Squat/000034.mp4,Squat
675,D:\Dataset\Exercises dataset\train/Squat/000035.mp4,Squat
676,D:\Dataset\Exercises dataset\train/Squat/000036.mp4,Squat
677,D:\Dataset\Exercises dataset\train/Squat/000037.mp4,Squat
678,D:\Dataset\Exercises dataset\train/Squat/000038.mp4,Squat
679,D:\Dataset\Exercises dataset\train/Squat/000039.mp4,Squat
680,D:\Dataset\Exercises dataset\train/Squat/000040.mp4,Squat
681,D:\Dataset\Exercises dataset\train/Squat/000041.mp4,Squat
682,D:\Dataset\Exercises dataset\train/Squat/000042.mp4,Squat
683,D:\Dataset\Exercises dataset\train/Squat/000043.mp4,Squat
684,D:\Dataset\Exercises dataset\train/Squat/000044.mp4,Squat
685,D:\Dataset\Exercises dataset\train/Squat/000045.mp4,Squat
686,D:\Dataset\Exercises dataset\train/Squat/000046.mp4,Squat
687,D:\Dataset\Exercises dataset\train/Squat/000047.mp4,Squat
688,D:\Dataset\Exercises dataset\train/Squat/000048.mp4,Squat
689,D:\Dataset\Exercises dataset\train/Squat/000049.mp4,Squat
690,D:\Dataset\Exercises dataset\train/Squat/000050.mp4,Squat
691,D:\Dataset\Exercises dataset\train/Squat/000051.mp4,Squat
692,D:\Dataset\Exercises dataset\train/Squat/000052.mp4,Squat
693,D:\Dataset\Exercises dataset\train/Squat/000053.mp4,Squat
694,D:\Dataset\Exercises dataset\train/Squat/000054.mp4,Squat
695,D:\Dataset\Exercises dataset\train/Squat/000055.mp4,Squat
696,D:\Dataset\Exercises dataset\train/Squat/000056.mp4,Squat
697,D:\Dataset\Exercises dataset\train/Squat/000057.mp4,Squat
698,D:\Dataset\Exercises dataset\train/Squat/000058.mp4,Squat
699,D:\Dataset\Exercises dataset\train/Squat/000059.mp4,Squat
700,D:\Dataset\Exercises dataset\train/Squat/000060.mp4,Squat
701,D:\Dataset\Exercises dataset\train/Squat/000061.mp4,Squat
702,D:\Dataset\Exercises dataset\train/Squat/000062.mp4,Squat
703,D:\Dataset\Exercises dataset\train/Squat/000063.mp4,Squat
704,D:\Dataset\Exercises dataset\train/Squat/000064.mp4,Squat
705,D:\Dataset\Exercises dataset\train/Squat/000065.mp4,Squat
706,D:\Dataset\Exercises dataset\train/Squat/000066.mp4,Squat
707,D:\Dataset\Exercises dataset\train/Squat/000067.mp4,Squat
708,D:\Dataset\Exercises dataset\train/Squat/000068.mp4,Squat
709,D:\Dataset\Exercises dataset\train/Squat/000069.mp4,Squat
710,D:\Dataset\Exercises dataset\train/Squat/000070.mp4,Squat
